id,scheme_name,major_component_name,sub_component_name,activity_master_name,1 Full time Accountant
6064,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Boys Urinal
6065,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Girls Urinal
6066,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (District Level)  (Recurring),Development of Equipment in Therapy center
6067,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - XII) (District Level)  (Recurring),Development of Equipment in Therapy Center
6068,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostels) - NR (New) (Capacity > 100)   (Elementary),1 Sweeper
6069,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Aspritation Innovation Programme
6070,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,TLM (Pre-Primary to Grade 2),Teaching Learning Materials for implementation of Innovative pedagogies  in Govt. Schools and Grade 3 to 5
6071,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Model Resource Room
6072,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),E-Learing support for Hearing Impaired student
6073,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),E-Learing support for Hearing Impaired student
6074,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Physical training programm for general Teacher on Inclusive Education(5 Days)
6075,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Model Resource Room
6076,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),One Day Training on PRASHAST for Head Master’s for effective identification of CwSN in Schools
6077,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Creating Awareness & IEC Campaign for Tobacco-Free Schools
6078,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Implementing Personalized Adaptive Learning (PAL)
6079,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Implementation of Programmable Electric Bells in Schools 
6080,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),"Implementation of Virtual Reality (VR), Augmented Reality (AR), and Astronomy Labs in Schools"
6081,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Gujarat Baal Khabar
6083,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Student Essential Kit 
6084,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Student Essential Kit 
6085,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Distance learning centre for OSC (15 -19 Yrs) 
6086,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Skill on Wheels
6087,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),State level Model Skill Center
6088,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Physical training programm for general Teacher on Inclusive Education(5 Days)
6089,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Connecting schools with IITs
6090,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Shilp Vigyan Anusandhan
6093,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Band Competition,Strengthening Band Activities
6094,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Digital Detoxification awareness programme
6095,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Teacher Resource Package (TGT)
6096,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,Enhancement of ICT Labs
6097,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Recurring Components (Digital Hardware & Software upto Highest Class VIII),Training for teachers to use ICT Labs
6098,Elementary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (up to Highest Class VIII) - NR,AR/VR Labs
6099,Secondary Education,Quality Interventions,ICT and Digital Initiatives,Recurring Components (Digital Hardware & Software upto Highest Class XII),Training for teachers to use ICT Labs
6100,Secondary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (upto Highest Class XII) - NR,Enhancement of ICT Labs
6101,Secondary Education,Quality Interventions,ICT and Digital Initiatives,Digital Hardware & Software (upto Highest Class XII) - NR,AR/VR Labs
6102,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal),Establishment of Studio for PM E-VIDYA DTH TV Channel
6103,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal),Maintenance of PM eVidya Channel
6104,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal),Financial Support for the Staff 
6105,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal),"Development of 30 E-Content for DIKSHA, DTH and PM Evidya"
6106,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal),Training for teachers to Develop E-Content
6107,Teacher Education,Teacher Education,DIKSHA (National Teacher Portal),DIKSHA (National Teacher Portal), Educational E Content Competition for teche
6108,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Implementation of AI and Robotics govt sch
6109,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Training of PRASHAST
6110,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Training for PRASHAST
6111,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),Training of STEM teachers in IIT
6112,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Pedagogical Proficiency of Science & Math Teachers IASE
6113,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Professional Development of MBSE Officials
6114,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Upgradation of Online Digital Payment System - MBSE
6115,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Approach to Improving Competency Based Assessment - MBSE
6116,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),NEP 2020 Exhibition- Mela
6117,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Vocational and Career Guidance Cell at DIETs
6118,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Gnanasethu
6119,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Empowering ATLs
6120,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Support to Science Clubs 
6121,Secondary Education,Skill Education,Introduction of Vocational Education at Secondary and higher Secondary,Introduction of VE in schools  - NR,"Tools, Equipments & Furniture (Existing) "
6122,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Awareness programm on prevention from drugs and substances abuse in Schools
6123,Elementary Education,Gender & Equity,Special Projects for Equity,Special Projects for Equity - Recurring,Menstrual Hygiene Kit for adolescent girls
6124,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Awareness programm on prevention from drugs and substances abuse in Schools
6125,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Academic Resource person for career guidance 
6126,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),One Day Training on PRASHAST for Head Master’s for effective identification of CwSN in Schools
6127,Secondary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (IX - XII ),One Day Training on PRASHAST for Head Master’s for effective identification of CwSN in Schools
6129,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),Bedding (new)
6134,Secondary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya - Recurring (New) (Upgradation till X),Boundary Wall
6136,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Pre-Primary) (Student Specific)  (Recurring),Home Base Education (Highest class VIII)
6137,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (Student Specific)  (Recurring),Celebration of International Day of Person with Disabilities Day
6138,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (Student Specific)  (Recurring),Corrective Surgery
6139,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",LEP (Class VI - VIII),Supplementary Book (Grammar) (Class III-V)
6140,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",LEP (Class VI - VIII),Supplementary Book (Grammar) (ClassVI-VIII)
6141,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Exposure visit for CWSN Students
6142,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Kero Heater
6143,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Solar Lattern
6144,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Dustbin
6145,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),ACUROBAC
6146,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Fire Extinguishers at Secondary Level
6147,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Solar Lattern
6148,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Dustbin
6149,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),ACUROBAC
6150,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Repari & Maintenance of Band Competition
6151,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Connecting schools with IITs
6152,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Teachers Class III-V (Government Schools)
6153,Secondary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type - IV (NR) (Previous Year) (Classes IX -XII),Guard Toilet
6154,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Teachers Class III-V (Government Aided Schools)
6155,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teaching Learning Materials for Implementation of Innovative Pedagogies for Grade III-V
6156,Elementary Education,Quality Interventions,Library Grants,Library Grant  (upto Highest Class VIII),Composite Elementary School (I-VIII)
6157,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Basic Braille Training Programme(Elementary)
6158,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Provision of barrier free accessibility toilets for the use of CWSN at block Resource Center
6159,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),TLM Grade III
6160,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teacher Resource Material (Grade III to V)
6161,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Pre-Primary (Recurring),Mentor/Mentee Workshop
6162,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Pre-Primary (Recurring),Khel Pitara
6163,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Dipstic Study of FLN
6164,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Excursion Trip
6165,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Role play (class 3 to 5)
6166,Elementary Education,Monitoring of the Scheme,Monitoring Information System (MIS),Monitoring of the Scheme,APAAR ID
6167,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Toilet Block
6168,Elementary Education,Access & Retention,Netaji Subhas Chandra Avasiya Vidhyalaya,Netaji Subhash Chandra Bose Avasiya Vidyalaya (Hostel) - NR (Existing) (Capacity >100)  (Elementary),1 Head Teacher
6175,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Literary Fest (class 3 to 8)
6176,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Sign Language Training Programme
6177,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),ICT provision for Home Based Education's CwSN
6178,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Develope  Pre-primary to class v Textbooks in Indian Sign Language (ISL)
6179,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Special Olympic at Block Level
6180,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Special Olympic at State Level Level
6181,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),AI Driven Learning Outcome Based Data Capture System Optical Character Recognition (OCR)
6182,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teacher Empowerment Program (TEP) (Teacher Need Assessment & Skill Development)
6183,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Mindfulness & Meditation
6184,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Development & Implementation of local language learning platform
6185,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Orientation of Teachers on Textbooks (Cl. I-V)
6186,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),Capacity building for language teachers
6187,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Empowered  Parenting Workshop for CWSN
6188,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Workshop for teachers on experiential learning and constructivist approach
6189,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Provision of e-Content
6190,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Provision of e-Content
6191,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Vedic Maths
6192,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),5 days LO Based Teachers Training
6193,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),5 days Training for Cluster Incharge Teacher at State/Zone Level
6194,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),5 days Leadership training for the School Heads
6195,Elementary Education,Quality Interventions,Training for In-service Teacher and Head Teachers,In-Service Training (Elementary),1week training on Teaching at right level
6196,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Celebration of World Disability Day
6197,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Field Monitoring & School Accreditation
6198,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Solar Electrification
6200,Elementary Education,Access & Retention,Strengthening of Existing Schools,Strengthening of Existing Schools (up to Highest Class VIII)  - NR,Fire Extinguisher
6201,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teacher-Centred Learning Resources (TCLR) (Innovative Pedagogy Project)
6202,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teacher-Centred Learning Resources (TCLR) (Innovative Pedagogy Project)
6208,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools - NR (IX to XII),Fire Extinguisher
6209,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools - NR (IX to XII),RO Water Purifier
6210,Secondary Education,Access & Retention,Strengthening of Existing Schools ,Strengthening of Existing Schools - NR (IX to XII),Solar Electrification
6211,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Basic Braille Training Programme(Secondary)
6212,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),ICT provision for Home Based Education's CwSN  (Secondary)
6213,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Develope Yoga activities in Indian Sign Language (ISL) (Secondary)
6214,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Develope Yoga activities in Indian Sign Language (ISL) (Secondary)
6215,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Celebration of World Disability Day(Secondary)
6216,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Special Olympic at Block Level(Secondary)
6217,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Special Olympic at State Level Level(Secondary)
6218,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Training of Teachers for teaching abacus to students(Secondary)
6219,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary), Constitution Day Celebration
6220,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (NR) (Elementary),Constitution Day Celebration
6221,Elementary Education,Quality Interventions,Assessment at National & State level,Assessment at State level (Elementary),School Based Assessment
6222,Secondary Education,Quality Interventions,Assessment at National & State level,Assessment at State level (Secondary),School Based Assesment
6223,Teacher Education,Teacher Education,Technology Support to TEIs,Technology Support to TEIs (NR),Digital Studio
6224,Elementary Education,RTE Entitlements,Free Textbooks,Free Text Books,Supplementary Book (Grammar) (Class III-V)
6225,Elementary Education,RTE Entitlements,Free Textbooks,Free Text Books,Supplementary Book (Grammar) (ClassVI-VIII)
6226,Secondary Education,Quality Interventions,Rastriya Aavishkar Abhiyan,Rashtriya Aaviskaar Abhiyan (Secondary),Astrophysic
6227,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Lokdhun
6228,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Saptadhara
6229,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Workshop for teachers on experiential learning and constructivist approach
6230,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),STEM DIY Kit for Student
6231,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),STEM DIY Kit for Student
6232,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Adhafull (Self esteem and body confidence)
6233,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),PRAKHAR Celebration Days
6234,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Cross Learning
6235,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Kaushal Vikas Samagri (Tool Kits) for Hands-on Training of Class 12th Vocational Students across 7 Sectors
6236,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type I (Recurring) (Previous Year)  (Classes VI -VIII),Broadband Connectivity
6237,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type III (Recurring) (Previous Year) (Classes VI -XII),Broadband Connectivity
6238,Elementary Education,Gender & Equity,Kasturba Gandhi Balika Vidyalaya (KGBVs),KGBV - Type III (Recurring) (Previous Year) (Classes VI -XII),KGBV Pest Control
6239,Secondary Education,Gender & Equity,Rani Laxmibai Atma Raksha Prashikshan,Rani Laxmibai Atma Raksha Prashikshan (upto Highest Class X or XII),Teachers training on gender responsive teaching in classroom
6240,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),STEM Education institutions exposure visits
6241,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Teachers training on gender responsive teaching in classroom
6242,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Raj-balika darpan
6243,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Raj-balika darpan
6244,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Internet connectivity in Elementary Level
6245,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),Internet connectivity in Elementary Level
6246,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Foundational Literacy and Numeracy ,Khel Pitara
6247,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Foundational Literacy and Numeracy ,Mentor/Mentee Workshop
6248,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Financial & Digital Literacy  Programm
6249,Secondary Education,Gender & Equity,Special Projects for Equity,Project- Girls Empowerment (Secondary),Menstrual Hygiene Kit for adolescent girls
6250,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Innovative Magazine for School/Gyan ka Pitara
6251,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),School Bag
6252,Secondary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - Recurring  (Secondary & Sr. Secondary),School Bag
6253,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - VIII) (Block Level)  (Recurring),Strengthening of Existing Resouce Room
6254,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Student Oriented Components (Upto Highest Class - XII) (Block Level)  (Recurring),Strengthening of Existing Resouce Room
6255,Elementary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Capacity Building of Special Educators  (up to Highest Class VIII),In-service Training of General Teacher (Upto Highest Class VIII)
6256,Secondary Education,Inclusive Education,Provision for Children with Special Needs (CWSN),Capacity Building of Special Educators  (up to Highest Class XII),In-service Training of General Teacher (Upto Highest Class XII)
6257,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Pre-Primary (Recurring),Teaching Learning Material (TLM) for Innovative pedagogies for Class III to V
6258,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Pre-Primary (Recurring),Capacity Building of Teachers of Class III to V
6259,Elementary Education,Quality Interventions,Foundational Literacy and Numeracy -FS,Pre-Primary (Recurring),TLM for Children (PP to Grade-II)
6260,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Teacher Training on Specific Learning Disabilities
6261,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Assam-SETU
6262,Elementary Education,Quality Interventions,"Funds for Quality (LEP, Innovation, Guidance etc)",Innovation Projects - (Elementary) (Recurring),Renewal fee for MDM (Mobile Devices Management)
